,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
8163,8206,Text,2004-06-01,The Pilgrims of the Rhine,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fantasy fiction; Fairies -- Fiction; Rhine River Valley -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/0/8206/8206.txt
8164,8207,Text,2005-06-01,The Philosophy of the Plays of Shakspere Unfolded,en,"Bacon, Delia Salter, 1811-1859; Hawthorne, Nathaniel, 1804-1864 [Author of introduction, etc.]","Shakespeare, William, 1564-1616 -- Authorship -- Baconian theory; Shakespeare, William, 1564-1616 -- Philosophy",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/0/8207/8207.txt
8165,8208,Text,2005-06-01,Poems of Coleridge,en,"Coleridge, Samuel Taylor, 1772-1834; Symons, Arthur, 1865-1945 [Editor]",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/0/8208/8208-8.txt
8166,8209,Text,2005-06-01,Poems 1817,en,"Keats, John, 1795-1821",English poetry -- 19th century,PR,Poetry,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/0/8209/8209.txt
8167,8210,Text,2005-06-01,"Biographia Epistolaris, Volume 1",en,"Coleridge, Samuel Taylor, 1772-1834; Turnbull, Arthur [Editor]","Coleridge, Samuel Taylor, 1772-1834 -- Correspondence",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/1/8210/8210-8.txt
8169,8212,Text,2005-06-01,Poems,en,"Southey, Robert, 1774-1843",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/1/8212/8212.txt
8331,8374,Text,2005-06-01,"Alton Locke, Tailor and Poet: An Autobiography",en,"Kingsley, Charles, 1819-1875; Hughes, Thomas, 1822-1896 [Unknown role]",Working class -- Fiction; England -- Fiction; Bildungsromans; Young men -- Fiction; Christian fiction; Poets -- Fiction; Tailors -- Fiction; Labor movement -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/7/8374/8374.txt
8336,8379,Text,2005-06-01,"Shakespeare's Bones
The Proposal to Disinter Them, Considered in Relation to Their Possible Bearing on His Portraiture: Illustrated by Instances of Visits of the Living to the Dead",en,"Ingleby, C. M. (Clement Mansfield), 1823-1886","Shakespeare, William, 1564-1616 -- Tomb; Schiller, Friedrich, 1759-1805 -- Tomb; Exhumation -- England",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/7/8379/8379-0.txt
8339,8382,Text,2005-06-01,Canadian Crusoes: A Tale of the Rice Lake Plains,en,"Traill, Catharine Parr Strickland, 1802-1899",Frontier and pioneer life -- Ontario -- Fiction; Indians of North America -- Ontario -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/8/8382/8382.txt
8340,8383,Text,2005-06-01,Monsieur Maurice,en,"Edwards, Amelia B., 1831-1892",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/8/8383/8383.txt
8351,8394,Text,2005-06-01,The doings of Raffles Haw,en,"Doyle, Arthur Conan, 1859-1930",England -- Social life and customs -- 19th century -- Fiction; Fantasy fiction; Philanthropists -- Fiction; Alchemists -- Fiction; Wealth -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/9/8394/8394.txt
8352,8395,Text,2005-06-01,The Gods of Pegana,en,"Dunsany, Lord, 1878-1957","Fantasy fiction, English",PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/9/8395/8395-0.txt
8353,8396,Text,2005-06-01,The Gentleman: A Romance of the Sea,en,"Ollivant, Alfred, 1874-1927",Fiction; Sea stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/3/9/8396/8396-8.txt
8362,8405,Text,2005-07-01,Journalism for Women: A Practical Guide,en,"Bennett, Arnold, 1867-1931",Women journalists,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/0/8405/8405.txt
8364,8407,Text,2005-07-01,The Christian: A Story,en,"Caine, Hall, Sir, 1853-1931",Religious fiction,PR,"Bestsellers, American, 1895-1923",['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/0/8407/8407.txt
8366,8409,Text,2005-07-01,Love-Letters Between a Nobleman and His Sister,en,"Behn, Aphra, 1640-1689","Epistolary fiction, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/0/8409/8409.txt
8368,8411,Text,2005-07-01,"Forest and Frontiers; Or, Adventures Among the Indians",en,"Gordon-Cumming, Roualeyn, 1820-1866 [Contributor]",Indians of North America; Hunting,PR,Children's Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/1/8411/8411.txt
8387,8430,Text,2005-07-01,The Mountebank,en,"Locke, William John, 1863-1930","Circus -- Fiction; World War, 1914-1918 -- Veterans -- Fiction; Clowns -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/3/8430/8430-8.txt
8390,8433,Text,2005-07-01,The Vagabond and Other Poems from Punch,en,"Lehmann, R. C. (Rudolf Chambers), 1856-1929","World War, 1914-1918 -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/3/8433/8433.txt
8421,8464,Text,2005-07-01,Rest Harrow: A Comedy of Resolution,en,"Hewlett, Maurice, 1861-1923",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/6/8464/8464.txt
8423,8466,Text,2005-07-01,Musa Pedestris - Three Centuries of Canting Songs and Slang Rhymes [1536 - 1896],en,"Farmer, John Stephen, 1854-1916","Cant -- Great Britain; Songs, English -- Texts; English language -- Slang",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/6/8466/8466-8.txt
8426,8469,Text,2005-07-01,The Harlequinade: An Excursion,en,"Calthrop, Dion Clayton, 1878-1937; Granville-Barker, Harley, 1877-1946",Literature,PR,One Act Plays,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/6/8469/8469.txt
8427,8470,Text,2005-07-01,The Life of John Clare,en,"Martin, Frederick, 1830-1883","Poets, English -- 19th century -- Biography; Clare, John, 1793-1864; Psychiatric hospital patients -- Great Britain -- Biography; Agricultural laborers -- England -- Northamptonshire -- Biography; Northamptonshire (England) -- Intellectual life -- 19th century; Northamptonshire (England) -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/7/8470/8470-8.txt
8443,8486,Text,2005-07-01,Ghost Stories of an Antiquary,en,"James, M. R. (Montague Rhodes), 1862-1936","Horror tales, English; Short stories, English; Ghost stories, English",PR,Horror,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/8/8486/8486-0.txt
8445,8488,Text,2005-07-01,"The Literary Remains of Samuel Taylor Coleridge, Volume 1",en,"Coleridge, Samuel Taylor, 1772-1834; Coleridge, Henry Nelson, 1798-1843 [Editor]",Literature -- History and criticism,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/8/8488/8488-8.txt
8446,8489,Text,2005-07-01,Specimens of the Table Talk of Samuel Taylor Coleridge,en,"Coleridge, Samuel Taylor, 1772-1834; Coleridge, Henry Nelson, 1798-1843 [Editor]","England -- Intellectual life -- 19th century; Quotations, English; Coleridge, Samuel Taylor, 1772-1834 -- Interviews; Coleridge, Samuel Taylor, 1772-1834 -- Quotations; Poets, English -- 19th century -- Interviews; Critics -- Great Britain -- Interviews; Poetry -- Authorship",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/8/8489/8489-8.txt
8450,8493,Text,2005-07-01,The Last Hope,en,"Merriman, Henry Seton, 1862-1903",Adventure stories; Royalists -- France -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/9/8493/8493.txt
8454,8497,Text,2005-07-01,"The Poems and Prose of Ernest Dowson, With a Memoir by Arthur Symons",en,"Dowson, Ernest Christopher, 1867-1900; Symons, Arthur, 1865-1945 [Contributor]","English poetry; Authors, English",PR,One Act Plays,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/4/9/8497/8497-0.txt
8480,8523,Text,2005-07-01,"Val d'Arno
Ten Lectures on the Tuscan Art Directly Antecedent to the Florentine Year of Victories; Given Before the University of Oxford in Michaelmas Term, 1873",en,"Ruskin, John, 1819-1900",Art -- Italy -- Tuscany,N; PR,,"['N', 'PR']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/2/8523/8523.txt
8488,8531,Text,2005-07-01,"Tales and Novels — Volume 10
Helen",en,"Edgeworth, Maria, 1767-1849",England -- Social life and customs -- 19th century -- Fiction; Women -- England -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/3/8531/8531-8.txt
8490,8533,Text,2005-07-01,"The Literary Remains of Samuel Taylor Coleridge, Volume 2",en,"Coleridge, Samuel Taylor, 1772-1834; Coleridge, Henry Nelson, 1798-1843 [Editor]","Literature -- History and criticism; Shakespeare, William, 1564-1616 -- Criticism and interpretation",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/3/8533/8533.txt
8501,8544,Text,2005-07-01,Trivia,en,"Smith, Logan Pearsall, 1865-1946",English literature,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/4/8544/8544.txt
8506,8549,Text,2005-07-01,The Woman with the Fan,en,"Hichens, Robert, 1864-1950",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/4/8549/8549.txt
8508,8551,Text,2005-07-01,The Seaboard Parish Volume 1,en,"MacDonald, George, 1824-1905",Christian fiction; Neighborhoods -- Scotland -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/5/8551/8551.txt
8509,8552,Text,2005-07-01,The Seaboard Parish Volume 2,en,"MacDonald, George, 1824-1905",Christian fiction; Neighborhoods -- Scotland -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/5/8552/8552.txt
8510,8553,Text,2005-07-01,The Seaboard Parish Volume 3,en,"MacDonald, George, 1824-1905",Christian fiction; Neighborhoods -- Scotland -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/5/8553/8553.txt
8514,8557,Text,2005-07-01,Synge and the Ireland of His Time,en,"Yeats, W. B. (William Butler), 1865-1939","Synge, J. M. (John Millington), 1871-1909; Dramatists, Irish -- 20th century -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/5/8557/8557.txt
8519,8562,Text,2005-07-01,"The Seaboard Parish, Complete",en,"MacDonald, George, 1824-1905",Christian fiction; Neighborhoods -- Scotland -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/6/8562/8562.txt
8526,8569,Text,2005-07-01,The Far Horizon,en,"Malet, Lucas, 1852-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/6/8569/8569.txt
8530,8573,Text,2005-07-01,"Pausanias, the Spartan; The Haunted and the Haunters
An Unfinished Historical Romance",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873; Lytton, Edward Robert Bulwer Lytton, Earl of, 1831-1891 [Editor]","Horror tales; Pausanias, of Sparta, active 479 B.C.-470 B.C. -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/7/8573/8573-8.txt
8534,8577,Text,2007-02-02,"Charles O'Malley, The Irish Dragoon, Volume 1",en,"Lever, Charles James, 1806-1872","Peninsular War, 1807-1814 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/7/8577/8577.txt
8537,8580,Text,2005-07-01,Reminiscences of Samuel Taylor Coleridge and Robert Southey,en,"Cottle, Joseph, 1770-1853","Authors, English -- 19th century -- Biography; Southey, Robert, 1774-1843; Coleridge, Samuel Taylor, 1772-1834",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/8/8580/8580-8.txt
8547,8590,Text,2005-07-01,Auld Licht Idyls,en,"Barrie, J. M. (James Matthew), 1860-1937",Scotland -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/9/8590/8590.txt
8549,8592,Text,2005-07-01,Poetical Works,en,"Churchill, Charles, 1731-1764; Gilfillan, George, 1813-1878 [Editor]",English poetry -- 18th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/9/8592/8592-8.txt
8553,8596,Text,2005-07-01,The Wheel O' Fortune,en,"Tracy, Louis, 1863-1928",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/5/9/8596/8596.txt
8558,8601,Text,2005-08-01,The Early Poems of Alfred Lord Tennyson,en,"Tennyson, Alfred Tennyson, Baron, 1809-1892; Collins, John Churton, 1848-1908 [Editor]",English poetry -- 19th century,PR,Arthurian Legends,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/0/8601/8601.txt
8559,8602,Text,2005-08-01,The Uninhabited House,en,"Riddell, J. H., Mrs., 1832-1906",Ghost stories; English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/0/8602/8602.txt
8596,8639,Text,2005-08-01,"Poems, 1799",en,"Southey, Robert, 1774-1843",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/3/8639/8639-0.txt
8606,8649,Text,2005-08-01,Indian Tales,en,"Kipling, Rudyard, 1865-1936","India -- Social life and customs -- Fiction; Short stories, English",PR,Folklore; India; Scouts,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/4/8649/8649-0.txt
8629,8672,Text,2005-08-01,Poems Chiefly from Manuscript,en,"Clare, John, 1793-1864",Poetry,PR,Poetry,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/7/8672/8672-8.txt
8631,8674,Text,2007-02-02,"Charles O'Malley, The Irish Dragoon, Volume 2",en,"Lever, Charles James, 1806-1872","Peninsular War, 1807-1814 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/7/8674/8674.txt
8633,8676,Text,2005-08-01,The Heavenly Twins,en,"Grand, Sarah, 1854-1943",Women -- England -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/7/8676/8676-8.txt
8636,8679,Text,2005-08-01,"By England's Aid; Or, the Freeing of the Netherlands, 1585-1604",en,"Henty, G. A. (George Alfred), 1832-1902","Historical fiction; Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction",PR,Children's Fiction; Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/7/8679/8679.txt
8652,8695,Text,2005-08-01,"The Poetical Works of Beattie, Blair, and Falconer
With Lives, Critical Dissertations, and Explanatory Notes",en,"Beattie, James, 1735-1803; Blair, Robert, 1699-1746; Falconer, William, 1732-1769; Gilfillan, George, 1813-1878 [Editor]",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/6/9/8695/8695.txt
8670,8713,Text,2005-08-01,A Man of Means,en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Humorous stories,PR,Humor,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/1/8713/8713.txt
8677,8720,Text,2005-08-01,"Tales and Novels — Volume 02
Popular Tales",en,"Edgeworth, Maria, 1767-1849",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/2/8720/8720.txt
8684,8727,Text,2005-08-01,The Last Galley; Impressions and Tales,en,"Doyle, Arthur Conan, 1859-1930","Short stories, English; Historical fiction, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/2/8727/8727.txt
8687,8730,Text,2005-08-01,A Little Bush Maid,en,"Bruce, Mary Grant, 1878-1958","Adventure stories, Australian; Country life -- Australia -- Juvenile fiction; Australia -- Social conditions -- Juvenile fiction",PR; PZ,Australia,"['PR', 'PZ']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/3/8730/8730-0.txt
8693,8736,Text,2005-08-01,Gaspar Ruiz,en,"Conrad, Joseph, 1857-1924","War stories; Chile -- History -- War of Independence, 1810-1824 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/3/8736/8736.txt
8694,8737,Text,2005-08-01,Robert Elsmere,en,"Ward, Humphry, Mrs., 1851-1920",Religious fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/3/8737/8737.txt
8704,8747,Text,2005-08-01,Wordsworth,en,"Myers, F. W. H. (Frederic William Henry), 1843-1901","Poets, English -- 19th century -- Biography; Wordsworth, William, 1770-1850",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/4/8747/8747-8.txt
8727,8770,Text,2005-08-01,Milton,en,"Pattison, Mark, 1813-1884","Milton, John, 1608-1674",PR,Biographies,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/7/8770/8770-8.txt
8731,8774,Text,2005-08-01,"Poems in Two Volumes, Volume 1",en,"Wordsworth, William, 1770-1850",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/7/8774/8774.txt
8735,8778,Text,2005-08-01,The Water of the Wondrous Isles,en,"Morris, William, 1834-1896",Fantasy fiction,PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/7/7/8778/8778-0.txt
8762,8805,Text,2005-09-01,From One Generation to Another,en,"Merriman, Henry Seton, 1862-1903",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/0/8805/8805.txt
8781,8824,Text,2005-09-01,"Poems in Two Volumes, Volume 2",en,"Wordsworth, William, 1770-1850",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/2/8824/8824.txt
8782,8825,Text,2005-09-01,"The Life and Letters of Maria Edgeworth, Volume 1",en,"Edgeworth, Maria, 1767-1849; Hare, Augustus J. C. (Augustus John Cuthbert), 1834-1903 [Editor]","Edgeworth, Maria, 1768-1849; Novelists, Irish -- 19th century -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/2/8825/8825-8.txt
8783,8826,Text,2005-09-01,"Tales and Novels — Volume 01
Moral Tales",en,"Edgeworth, Maria, 1767-1849",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/2/8826/8826-0.txt
8818,8861,Text,2005-09-01,"The Works of Lord Byron, Vol. 1. Poetry",en,"Byron, George Gordon Byron, Baron, 1788-1824; Coleridge, Ernest Hartley, 1846-1920 [Editor]",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/6/8861/8861-8.txt
8830,8873,Text,2005-09-01,The Isle of Unrest,en,"Merriman, Henry Seton, 1862-1903","Love stories; France -- Fiction; Franco-Prussian War, 1870-1871 -- Fiction; Vendetta -- Fiction; Corsica (France) -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/8/7/8873/8873-8.txt
